broken,carcase,distance,drive_unit,fuel,model,power,price,transmission,volume,year
True,седан,113000,задний,бензин, BMW 5 серия,245,1159000,AT,2.0,2012
True,внедорожник,190000,полный,дизель, BMW X3,249,1319000,AT,3.0,2013
True,купе,73800,полный,бензин, BMW 4 серия,306,1919000,AT,3.0,2014
True,хетчбэк,1100,полный,бензин, BMW 3 серия,184,2390000,AT,2.0,2017
True,седан,75000,полный,дизель, BMW 7 серия,265,3350000,AT,3.0,2015
True,седан,295000,задний,бензин, BMW 5 серия,170,300000,MT,2.2,2000
True,седан,8700,задний,бензин, BMW M3,431,3599000,AT,3.0,2015
True,внедорожник,868,полный,дизель, BMW X6,249,4490000,AT,3.0,2017
True,хетчбэк,745,задний,дизель, BMW 3 серия,190,2590000,AT,2.0,2017
True,внедорожник,11417,полный,бензин, BMW X3,184,2590000,AT,2.0,2017
True,внедорожник,162000,полный,бензин, BMW X3,229,530000,AT,3.0,2003
True,внедорожник,200000,полный,бензин, BMW X3,192,460000,AT,2.5,2006
True,седан,135000,задний,бензин, BMW 5 серия,258,1100000,AT,2.8,2011
True,внедорожник,207000,полный,бензин, BMW X5,231,540000,AT,3.0,2003
True,седан,149000,задний,бензин, BMW 3 серия,245,1199000,AT,2.0,2012
True,седан,380000,задний,бензин, BMW 5 серия,197,445000,AT,2.5,2002
True,хетчбэк,110000,полный,дизель, BMW 5 серия GT,299,1990000,AT,3.5,2011
True,седан,57000,задний,дизель, BMW 5 серия,184,1750000,AT,2.0,2014
True,хетчбэк,48100,задний,бензин, BMW X1,150,950000,AT,2.0,2013
True,внедорожник,171000,полный,бензин, BMW X6,306,789000,AT,3.0,2008
True,внедорожник,160000,полный,бензин, BMW X5,272,620000,AT,3.0,2008
True,седан,300000,задний,бензин, BMW 5 серия,125,60000,MT,2.5,1986
True,внедорожник,75509,полный,бензин, BMW X1,184,949000,AT,2.0,2013
True,хетчбэк,93142,задний,бензин, BMW 1 серия,136,785000,AT,1.6,2013
True,хетчбэк,47000,полный,бензин, BMW 3 серия GT,245,1320000,AT,2.0,2015
True,седан,335000,задний,бензин, BMW 5 серия,170,205000,MT,2.5,1998
True,внедорожник,26000,полный,бензин, BMW X1,192,2100000,AT,2.0,2016
True,купе,100000,задний,бензин, BMW 3 серия,100,160000,MT,1.8,1986
True,купе,196000,задний,бензин, BMW 3 серия,170,480000,MT,2.2,2002
True,седан,240000,задний,бензин, BMW 7 серия,333,655000,AT,4.4,2003
True,внедорожник,300000,полный,бензин, BMW X5,231,655000,AT,3.0,2004
True,внедорожник,3,полный,дизель, BMW X5,249,4099999,AT,3.0,2018
True,седан,148000,задний,бензин, BMW 5 серия,150,700000,AT,2.0,2009
True,внедорожник,99547,полный,дизель, BMW X1,184,1049000,AT,2.0,2014
True,купе,177000,задний,бензин, BMW 3 серия,117,830000,AT,2.5,2009
True,седан,210000,задний,бензин, BMW 5 серия,150,160000,MT,2.0,1998
True,кабриолет,61350,задний,бензин, BMW 3 серия,218,990000,AT,2.5,2007
True,седан,19800,полный,бензин, BMW 7 серия,449,5200000,AT,4.4,2015
True,внедорожник,20689,полный,бензин, BMW X6 M,575,5450000,AT,4.4,2015
True,внедорожник,206250,полный,бензин, BMW X3,218,579000,AT,2.5,2008
True,внедорожник,72000,полный,бензин, BMW X5,306,1980000,AT,3.0,2013
True,седан,58024,полный,дизель, BMW 3 серия,184,1449000,AT,2.0,2015
True,седан,57108,задний,бензин, BMW 3 серия,136,1195000,AT,1.6,2015
True,седан,78000,задний,бензин, BMW 3 серия,136,1195000,AT,1.6,2013
True,хетчбэк,163000,задний,бензин, BMW 1 серия,115,395000,MT,1.6,2006
True,седан,248000,задний,дизель, BMW 5 серия,272,750000,AT,3.0,2005
True,седан,105000,задний,бензин, BMW 3 серия,136,940000,AT,1.6,2013
True,универсал,305000,задний,дизель, BMW 3 серия,150,440000,MT,2.0,2004
True,седан,265000,полный,бензин, BMW 5 серия,218,580000,AT,2.5,2007
True,седан,150000,задний,бензин, BMW 5 серия,192,80000,AT,2.5,2003
True,внедорожник,75000,полный,бензин, BMW X5,306,1680000,AT,3.0,2013
True,седан,75090,задний,бензин, BMW 3 серия,184,1190000,AT,2.0,2015
True,седан,98000,задний,бензин, BMW 1 серия,116,635000,AT,1.6,2011
True,внедорожник,287000,полный,бензин, BMW X5,232,699000,AT,3.0,2006
True,хетчбэк,74200,задний,бензин, BMW 1 серия,136,760000,AT,1.6,2013
True,внедорожник,159000,полный,бензин, BMW X3,218,599000,AT,2.5,2007
True,хетчбэк,203000,задний,бензин, BMW 1 серия,136,480000,MT,2.0,2008
True,седан,328598,задний,бензин, BMW 5 серия,170,250000,AT,2.5,1996
True,внедорожник,88000,полный,дизель, BMW X3,190,1650000,AT,2.0,2014
True,внедорожник,120000,полный,бензин, BMW X6 M,555,2500000,AT,4.4,2011
True,внедорожник,83000,полный,бензин, BMW X5,306,1580000,AT,3.0,2013
True,купе,11100,полный,дизель, BMW 4 серия,190,2199000,AT,2.0,2017
True,внедорожник,62400,полный,бензин, BMW X6,306,2000000,AT,3.0,2013
True,купе,63000,задний,дизель, BMW 6 серия,313,2250000,AT,3.0,2011
True,седан,248000,задний,бензин, BMW 3 серия,170,350000,AT,2.2,2001
True,внедорожник,252000,полный,бензин, BMW X5,231,490000,MT,3.0,2002
True,хетчбэк,153000,задний,бензин, BMW 1 серия,126,415000,MT,1.6,2007
True,седан,158000,задний,дизель, BMW 5 серия,184,1075000,AT,2.0,2011
True,внедорожник,236000,полный,бензин, BMW X5,263,1000000,AT,3.0,2008
True,седан,200000,задний,бензин, BMW 3 серия,150,425000,AT,2.0,2007
True,седан,306000,задний,бензин, BMW 7 серия,286,490000,AT,4.4,2000
True,седан,248000,задний,бензин, BMW 7 серия,218,255000,AT,3.0,1995
True,седан,51000,полный,дизель, BMW 3 серия,184,1560000,AT,2.0,2015
True,внедорожник,147000,полный,дизель, BMW X5,235,950000,AT,3.0,2008
True,внедорожник,108000,полный,дизель, BMW X5,249,2330000,AT,3.0,2013
True,универсал,52500,задний,бензин, BMW X1,150,1080000,AT,2.0,2014
True,седан,125000,задний,бензин, BMW 3 серия,156,750000,AT,2.0,2011
True,универсал,316000,полный,дизель, BMW X5,218,647000,AT,3.0,2004
True,хетчбэк,120000,полный,бензин, BMW 5 серия GT,300,1149000,AT,3.0,2011
True,внедорожник,22000,полный,бензин, BMW X3,245,1700000,AT,2.0,2013
True,купе,202000,задний,бензин, BMW 3 серия,192,320000,AT,2.5,2004
True,седан,16200,полный,дизель, BMW 3 серия,190,1599000,AT,2.0,2016
True,седан,150000,задний,бензин, BMW 7 серия,367,680000,AT,4.8,2007
True,седан,99000,задний,бензин, BMW 5 серия,184,1230000,AT,2.0,2013
True,седан,300000,задний,бензин, BMW 5 серия,170,265000,AT,2.3,2000
True,внедорожник,250000,полный,дизель, BMW X5,218,719000,AT,3.0,2005
True,седан,419999,задний,бензин, BMW 5 серия,150,240000,AT,2.0,1998
True,седан,205000,задний,бензин, BMW 7 серия,367,50000,AT,4.8,2006
True,внедорожник,98000,полный,бензин, BMW X3,218,750000,AT,2.5,2010
True,седан,375000,задний,бензин, BMW 3 серия,150,220000,AT,2.0,2000
True,седан,110118,задний,бензин, BMW 3 серия,136,890000,AT,1.6,2013
True,внедорожник,47000,полный,бензин, BMW X5,306,3200000,AT,3.5,2015
True,хетчбэк,109000,задний,бензин, BMW 1 серия,136,495000,AT,2.0,2010
True,седан,120000,задний,дизель, BMW 3 серия,177,700000,AT,2.0,2010
True,седан,18000,задний,дизель, BMW 5 серия,190,1745000,AT,2.0,2016
True,седан,324000,задний,бензин, BMW 5 серия,170,330000,MT,2.3,1999
True,внедорожник,104571,полный,бензин, BMW X3,184,1250000,AT,2.0,2013
True,внедорожник,237000,полный,дизель, BMW X3,184,1220000,AT,2.0,2014
True,внедорожник,114000,полный,дизель, BMW X6,245,1879000,AT,3.0,2012
True,хетчбэк,143000,задний,бензин, BMW 1 серия,136,680000,AT,1.6,2012
True,седан,143000,задний,дизель, BMW 5 серия,231,739000,AT,3.0,2006
True,купе,113000,задний,бензин, BMW 3 серия,170,629000,AT,2.0,2007
True,седан,69990,задний,дизель, BMW 5 серия,190,1595000,AT,2.0,2015
True,внедорожник,180000,полный,дизель, BMW X5,235,1320000,AT,3.0,2008
True,седан,186000,задний,бензин, BMW 3 серия,150,390000,MT,2.0,2007
True,внедорожник,72000,полный,дизель, BMW X1,184,1119000,AT,2.0,2014
True,седан,133000,полный,бензин, BMW 3 серия,184,1580000,AT,2.0,2015
True,внедорожник,130000,полный,бензин, BMW X5,306,1580000,AT,3.0,2013
True,хетчбэк,106000,задний,бензин, BMW 1 серия,170,779000,AT,1.6,2013
True,внедорожник,180000,полный,дизель, BMW X5,245,1395000,AT,3.0,2011
True,внедорожник,142600,полный,бензин, BMW X3,231,520000,AT,3.0,2005
True,седан,99000,задний,бензин, BMW 5 серия,156,670000,AT,2.0,2008
True,седан,178000,задний,бензин, BMW 3 серия,136,580000,AT,2.0,2009
True,хетчбэк,99000,полный,дизель, BMW 3 серия GT,184,1405000,AT,2.0,2014
True,внедорожник,77000,передний,бензин, BMW X1,150,629000,AT,2.0,2011
True,внедорожник,10,полный,дизель, BMW X5,218,3370000,AT,3.0,2017
True,внедорожник,55000,полный,бензин, BMW X6,306,2390000,AT,3.0,2013
True,внедорожник,150000,полный,дизель, BMW X5,245,1700000,AT,3.0,2013
True,седан,406000,задний,бензин, BMW 3 серия,102,90000,MT,1.6,1994
True,внедорожник,91500,полный,дизель, BMW X3,184,1179000,AT,2.0,2013
True,седан,139000,задний,бензин, BMW 5 серия,218,799000,AT,2.5,2009
True,внедорожник,200000,полный,бензин, BMW X3,272,650000,AT,3.0,2008
True,внедорожник,55000,полный,бензин, BMW X6 M,720,2890000,AT,4.4,2013
True,хетчбэк,250000,задний,бензин, BMW 1 серия,170,500000,AT,1.6,2012
True,седан,467000,задний,бензин, BMW 5 серия,170,249000,MT,2.3,1998
True,внедорожник,142000,полный,бензин, BMW X6,408,1250000,AT,5.0,2009
True,седан,110000,задний,бензин, BMW 3 серия,136,540000,AT,2.0,2009
True,внедорожник,190000,полный,бензин, BMW X3,231,525000,AT,3.0,2005
True,седан,23000,полный,дизель, BMW 5 серия,258,2550000,AT,3.0,2016
True,седан,55792,задний,дизель, BMW 5 серия,190,1549000,AT,2.0,2015
True,седан,350000,задний,бензин, BMW 5 серия,170,300000,AT,2.2,2001
True,седан,326478,задний,бензин, BMW 5 серия,170,250000,AT,2.5,1997
True,седан,142000,задний,дизель, BMW 5 серия,218,1000000,AT,2.0,2011
True,седан,76499,задний,бензин, BMW 3 серия,184,1200000,AT,2.0,2015
True,внедорожник,70000,полный,дизель, BMW X3,184,1249000,AT,2.0,2013
True,седан,128273,задний,дизель, BMW 7 серия,258,1750000,AT,3.0,2013
True,седан,27500,полный,бензин, BMW 3 серия,184,1733000,AT,2.0,2016
True,седан,300000,задний,бензин, BMW 5 серия,231,620000,AT,3.0,2005
True,купе,282000,задний,бензин, BMW 3 серия,231,510000,AT,3.0,2002
True,седан,110000,полный,бензин, BMW 5 серия,306,2050000,AT,3.5,2013
True,внедорожник,11000,передний,бензин, BMW X3,184,1890000,AT,2.0,2014
True,седан,120000,задний,бензин, BMW 3 серия,218,589888,AT,2.5,2005
True,седан,132000,задний,бензин, BMW 5 серия,170,245000,AT,2.5,2000
True,седан,66645,полный,бензин, BMW 3 серия,184,1400000,AT,2.0,2014
True,внедорожник,194397,полный,дизель, BMW X5,245,1289000,AT,3.0,2010
True,внедорожник,176325,полный,дизель, BMW X3,177,669000,AT,2.0,2010
True,седан,25769,полный,дизель, BMW 7 серия,320,4810000,AT,3.0,2016
True,седан,140000,полный,бензин, BMW 5 серия GT,306,1199998,AT,3.5,2011
True,седан,138000,задний,дизель, BMW 7 серия,245,1500000,AT,3.0,2010
True,седан,101966,полный,бензин, BMW 5 серия,245,1550000,AT,2.0,2015
True,седан,24485,задний,дизель, BMW 5 серия,190,1690000,AT,2.0,2016
True,универсал,36000,полный,дизель, BMW X6,249,3666666,AT,3.0,2016
True,купе,63000,полный,бензин, BMW 6 серия,407,1999999,AT,4.4,2011
True,внедорожник,160000,полный,бензин, BMW X6,306,1070000,AT,3.0,2008
True,купе,199000,задний,бензин, BMW 6 серия,367,699000,AT,4.8,2006
True,универсал,265000,задний,дизель, BMW 5 серия,143,320000,MT,2.5,1996
True,седан,171000,задний,бензин, BMW 3 серия,192,289000,MT,2.5,1998
True,седан,240000,задний,бензин, BMW 5 серия,333,540000,MT,4.4,2004
True,внедорожник,47000,задний,бензин, BMW X1,150,1020000,AT,2.0,2014
True,внедорожник,24800,полный,бензин, BMW X5,450,3150000,AT,4.4,2014
True,седан,150000,задний,бензин, BMW 5 серия,193,195000,AT,2.8,1997
True,седан,485000,задний,бензин, BMW 5 серия,150,110000,MT,2.0,1990
True,седан,42000,задний,бензин, BMW 3 серия GT,245,1750000,AT,2.1,2013
True,внедорожник,61500,полный,бензин, BMW X1,184,960000,AT,2.0,2013
True,хетчбэк,107000,задний,бензин, BMW 5 серия GT,306,915000,AT,3.0,2009
True,внедорожник,112000,полный,бензин, BMW X5,306,1410000,AT,3.0,2011
True,хетчбэк,89000,задний,бензин, BMW 1 серия,138,520000,AT,2.0,2008
True,внедорожник,160000,полный,бензин, BMW X6,306,1029000,AT,3.0,2008
True,внедорожник,141000,полный,бензин, BMW X6,408,1200000,AT,4.4,2008
True,внедорожник,97000,полный,дизель, BMW X1,204,859000,AT,2.0,2010
True,внедорожник,110000,полный,дизель, BMW X3,170,800000,AT,2.0,2009
True,седан,177777,задний,дизель, BMW 5 серия,197,900000,AT,3.0,2007
True,седан,90000,задний,бензин, BMW 3 серия,184,1249000,AT,2.0,2012
True,седан,192600,задний,бензин, BMW 3 серия,218,575000,AT,2.5,2005
True,внедорожник,200000,полный,дизель, BMW X5,218,600000,AT,3.0,2004
True,седан,200000,задний,бензин, BMW 5 серия,170,200000,AT,2.5,1996
True,седан,46650,задний,дизель, BMW 5 серия,190,1700000,AT,2.0,2015
True,седан,124000,задний,бензин, BMW 3 серия,245,1200000,AT,2.0,2012
True,седан,195000,задний,бензин, BMW 5 серия,170,410000,MT,2.2,2003
True,универсал,150000,задний,дизель, BMW 5 серия,116,80000,MT,2.5,1995
True,седан,400000,задний,бензин, BMW 5 серия,150,160000,MT,2.0,1997
True,внедорожник,57353,полный,бензин, BMW X3,184,1215000,AT,2.0,2013
True,седан,100000,задний,бензин, BMW 5 серия,150,150000,MT,2.0,1991
True,внедорожник,156000,полный,бензин, BMW X5,272,920000,AT,3.0,2008
True,внедорожник,195000,полный,дизель, BMW X5,235,1050000,AT,3.0,2008
True,хетчбэк,156000,задний,бензин, BMW 1 серия,115,500000,AT,1.6,2009
True,седан,300000,задний,бензин, BMW 3 серия,115,32000,MT,1.8,1991
True,седан,130000,задний,бензин, BMW 3 серия,136,615000,AT,2.0,2009
True,внедорожник,68034,полный,дизель, BMW X5,381,3250000,AT,3.0,2013
True,универсал,184000,задний,дизель, BMW 5 серия GT,245,1250000,AT,3.0,2010
True,внедорожник,220000,полный,бензин, BMW X3,218,575000,AT,2.5,2007
True,седан,178000,задний,бензин, BMW 3 серия,150,420000,AT,2.0,2005
True,внедорожник,88300,полный,бензин, BMW X5,306,1499000,AT,3.0,2011
True,седан,19760,полный,дизель, BMW 3 серия,190,1630000,AT,2.0,2017
True,седан,200000,задний,бензин, BMW 5 серия,170,420000,AT,2.2,2004
True,универсал,111111,задний,дизель, BMW 5 серия,116,40000,MT,2.5,1993
True,седан,62000,полный,бензин, BMW 7 серия,450,1745000,AT,4.4,2013
True,седан,250000,задний,дизель, BMW 3 серия,163,500000,AT,2.0,2005
True,седан,113000,задний,бензин, BMW 5 серия,204,950000,AT,2.5,2011
True,седан,260000,задний,бензин, BMW 5 серия,192,330000,MT,2.5,2002
True,хетчбэк,82000,полный,бензин, BMW 5 серия GT,407,990000,AT,4.4,2010
True,внедорожник,123000,полный,бензин, BMW X3,218,515000,AT,2.5,2007
True,седан,10000,задний,бензин, BMW 5 серия,150,50000,AT,2.0,1990
True,внедорожник,76000,полный,дизель, BMW X5,235,1550000,AT,3.0,2009
True,седан,386000,задний,бензин, BMW 5 серия,170,110000,AT,2.5,1997
True,седан,405000,задний,бензин, BMW 3 серия,193,390000,MT,2.8,1998
True,внедорожник,69000,полный,дизель, BMW X3,249,2300000,AT,3.0,2016
True,седан,274000,задний,бензин, BMW 5 серия,193,315000,MT,2.5,2002
True,седан,76000,задний,дизель, BMW 5 серия,184,1480000,AT,2.0,2014
True,внедорожник,131017,полный,бензин, BMW X5,320,850000,AT,4.4,2006
True,универсал,300000,задний,бензин, BMW 3 серия,170,130000,AT,2.2,2001
True,седан,60000,полный,бензин, BMW 7 серия,408,999000,AT,4.4,2009
True,седан,100000,полный,дизель, BMW 7 серия,306,1340000,AT,3.0,2010
True,седан,157000,задний,дизель, BMW 7 серия,245,999000,AT,3.0,2009
True,внедорожник,119000,полный,дизель, BMW X1,177,877000,AT,2.0,2012
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,140000,задний,бензин, BMW 3 серия,136,620000,AT,2.0,2011
True,хетчбэк,70599,задний,бензин, BMW 1 серия,116,525000,AT,1.6,2011
True,универсал,78000,полный,дизель, BMW 3 серия GT,186,1400000,AT,2.0,2014
True,внедорожник,58869,полный,бензин, BMW X3,184,1290000,AT,2.0,2013
True,седан,102262,задний,бензин, BMW 5 серия,184,1099000,AT,2.0,2012
True,седан,6600,задний,бензин, BMW 5 серия,184,1900000,AT,2.0,2016
True,купе,200000,задний,бензин, BMW 6 серия,333,600000,AT,4.4,2005
True,седан,118000,задний,бензин, BMW 3 серия,156,539000,AT,2.0,2009
True,универсал,225153,полный,бензин, BMW X3,184,500000,AT,2.5,2004
True,внедорожник,88000,задний,бензин, BMW X1,150,720000,AT,1.8,2011
True,внедорожник,82000,полный,бензин, BMW X5,407,1405000,AT,4.4,2012
True,хетчбэк,85000,задний,бензин, BMW X1,150,700000,AT,2.0,2012
True,седан,59284,задний,дизель, BMW 3 серия,184,1199000,AT,2.0,2013
True,седан,285000,задний,бензин, BMW 3 серия,170,319000,AT,2.2,2003
True,внедорожник,198000,полный,бензин, BMW X3,231,459000,AT,3.0,2004
True,внедорожник,215000,полный,дизель, BMW X3,177,650000,AT,2.0,2009
True,седан,17500,задний,дизель, BMW 5 серия,190,2247000,AT,2.0,2017
True,седан,177000,передний,бензин, BMW 3 серия,99,100000,MT,1.8,1996
True,внедорожник,207000,полный,дизель, BMW X3,178,800000,AT,2.0,2008
True,внедорожник,230000,полный,бензин, BMW X5,231,620000,AT,3.0,2004
True,седан,105000,задний,бензин, BMW 3 серия,129,430000,AT,2.0,2007
True,универсал,210000,задний,бензин, BMW 3 серия,150,245000,AT,2.0,2000
True,внедорожник,146000,полный,бензин, BMW X5,355,770000,AT,4.8,2007
True,седан,340000,задний,бензин, BMW 7 серия,333,295000,AT,4.5,2001
True,внедорожник,58000,полный,дизель, BMW X5,249,2949000,AT,3.0,2014
True,внедорожник,2500,полный,дизель, BMW X5,218,3600000,AT,3.0,2017
True,седан,300000,задний,бензин, BMW 5 серия,286,23000,AT,4.4,1998
True,седан,230000,задний,бензин, BMW 3 серия,170,300000,AT,1.8,1998
True,внедорожник,30000,полный,бензин, BMW X3,184,1799000,AT,2.0,2015
True,седан,89000,полный,дизель, BMW 5 серия,218,1199000,AT,2.0,2012
True,седан,50000,задний,бензин, BMW 5 серия,192,200000,MT,2.5,1990
True,седан,104000,полный,дизель, BMW 7 серия,258,1799000,AT,3.0,2012
True,внедорожник,146000,полный,бензин, BMW X1,184,745000,AT,2.0,2012
True,внедорожник,28900,полный,дизель, BMW X3,190,2490000,AT,2.0,2016
True,внедорожник,136500,полный,дизель, BMW X3,184,1115000,AT,2.0,2013
True,седан,300000,задний,бензин, BMW 5 серия,150,95000,MT,2.0,1993
True,седан,15412,полный,бензин, BMW 7 серия,450,5250000,AT,4.4,2015
True,седан,160000,задний,бензин, BMW 3 серия,170,260000,AT,2.2,2001
True,седан,227000,задний,бензин, BMW 5 серия,192,329000,AT,2.5,2001
True,седан,310000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1997
True,внедорожник,144000,полный,дизель, BMW X6,286,1269000,AT,3.0,2009
True,хетчбэк,93000,задний,дизель, BMW 1 серия,177,525000,AT,2.0,2008
True,седан,48000,задний,бензин, BMW 3 серия,136,1020000,AT,1.6,2013
True,хетчбэк,61812,полный,дизель, BMW 5 серия GT,258,2550000,AT,3.0,2014
True,седан,48000,задний,бензин, BMW 5 серия,183,1890000,AT,2.0,2016
True,седан,270000,задний,бензин, BMW 3 серия,116,300000,MT,1.8,1998
True,купе,286000,задний,бензин, BMW 3 серия,170,430000,MT,2.5,2000
True,внедорожник,115000,полный,дизель, BMW X3,177,755555,AT,2.0,2009
True,внедорожник,98000,полный,бензин, BMW X6 M,630,1650000,AT,4.4,2009
True,седан,358000,задний,бензин, BMW 5 серия,170,195000,AT,2.3,1996
True,внедорожник,155972,задний,бензин, BMW X1,150,929000,AT,2.0,2014
True,седан,73000,полный,дизель, BMW 5 серия,258,1500000,AT,3.0,2012
True,купе,150000,задний,бензин, BMW 3 серия,156,270000,AT,2.0,2008
True,седан,310000,задний,бензин, BMW 3 серия,150,220000,MT,2.0,1997
True,купе,130000,задний,бензин, BMW 6 серия,333,480000,AT,4.4,2004
True,внедорожник,121764,полный,бензин, BMW X6 M,555,1750000,AT,4.4,2012
True,универсал,280000,задний,бензин, BMW 3 серия,150,210000,MT,2.0,1997
True,седан,94500,задний,бензин, BMW 3 серия,136,550000,AT,2.0,2011
True,седан,300000,задний,бензин, BMW 3 серия,116,70000,MT,1.8,1997
True,седан,289000,задний,бензин, BMW 3 серия,118,190000,MT,1.8,2000
True,купе,160000,задний,дизель, BMW 3 серия,177,699000,AT,2.0,2008
True,седан,51000,задний,бензин, BMW 3 серия,184,1250000,AT,2.0,2015
True,внедорожник,53900,полный,дизель, BMW X1,184,940000,AT,2.0,2012
True,внедорожник,103000,полный,бензин, BMW X5,306,1370000,AT,3.0,2011
True,внедорожник,270000,полный,бензин, BMW X5,231,680000,AT,3.0,2005
True,седан,209000,задний,бензин, BMW 3 серия,150,430000,AT,2.0,2007
True,седан,134000,задний,бензин, BMW 3 серия,184,929000,AT,2.0,2013
True,внедорожник,51000,полный,дизель, BMW X6 M,381,4199000,AT,3.0,2015
True,седан,250000,задний,бензин, BMW 5 серия,150,75000,MT,2.0,1988
True,седан,24950,полный,дизель, BMW 3 серия,190,1740000,AT,2.0,2016
True,седан,221700,задний,бензин, BMW 3 серия,170,465000,AT,2.2,2002
True,внедорожник,85798,полный,бензин, BMW X1,245,945000,AT,2.0,2011
True,внедорожник,118000,полный,дизель, BMW X6,235,1199000,AT,3.0,2008
True,внедорожник,146000,полный,бензин, BMW X5,306,1300000,AT,3.0,2010
True,внедорожник,90140,полный,дизель, BMW X3,190,1695000,AT,2.0,2015
True,седан,200000,задний,бензин, BMW 5 серия,270,1000000,AT,3.0,2011
True,седан,14000,полный,дизель, BMW 3 серия,190,1770000,AT,2.0,2016
True,седан,164000,задний,бензин, BMW 3 серия,156,474000,AT,2.0,2008
True,седан,97540,задний,бензин, BMW 5 серия,245,1400000,AT,2.0,2013
True,внедорожник,55000,полный,дизель, BMW X5,218,2800000,AT,3.0,2015
True,седан,150000,задний,бензин, BMW 3 серия,156,650000,AT,2.0,2011
True,внедорожник,82200,полный,бензин, BMW X6,407,1850000,AT,5.0,2010
True,седан,184800,задний,бензин, BMW 5 серия,150,610000,AT,2.0,2008
True,хетчбэк,107500,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2013
True,седан,133009,задний,бензин, BMW 3 серия,184,819000,AT,2.0,2012
True,внедорожник,120472,полный,дизель, BMW X3,184,1150000,AT,2.0,2012
