broken,carcase,distance,drive_unit,fuel,model,power,price,transmission,volume,year
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,214000,задний,бензин, BMW 5 серия,218,505000,AT,2.5,2006
True,купе,106000,задний,бензин, BMW 3 серия,156,649000,AT,2.0,2010
True,кабриолет,44950,задний,бензин, BMW Z4,265,950000,AT,3.0,2008
True,седан,513000,задний,бензин, BMW 5 серия,210,400000,AT,3.5,1998
True,седан,88000,задний,бензин, BMW 3 серия,136,1110000,AT,1.6,2015
True,внедорожник,115000,полный,дизель, BMW X3,249,1320000,AT,3.0,2012
True,внедорожник,180000,полный,дизель, BMW X3,177,550000,MT,2.0,2009
True,хетчбэк,91000,задний,бензин, BMW X1,150,715000,AT,2.0,2011
True,внедорожник,150000,полный,бензин, BMW X5,355,1000000,AT,4.8,2008
True,седан,83000,задний,бензин, BMW 3 серия,218,450000,AT,2.5,2006
True,седан,105000,задний,дизель, BMW 3 серия,177,657000,AT,2.2,2009
True,седан,112000,задний,бензин, BMW 3 серия,184,920000,AT,2.0,2012
True,седан,130000,задний,бензин, BMW 5 серия,272,825000,AT,3.0,2009
True,седан,100000,задний,бензин, BMW 5 серия,170,100000,MT,2.3,1996
True,седан,101000,задний,бензин, BMW 3 серия,184,1090000,AT,2.0,2013
True,внедорожник,140000,полный,бензин, BMW X5,407,850000,AT,5.0,2011
True,купе,70000,задний,бензин, BMW 4 серия,184,1440000,AT,2.0,2014
True,хетчбэк,35000,задний,бензин, BMW 1 серия,136,798000,AT,1.6,2012
True,внедорожник,125000,полный,бензин, BMW X5,355,789000,AT,4.8,2007
True,купе,128000,задний,бензин, BMW 1 серия,306,760000,MT,3.0,2008
True,купе,198078,задний,бензин, BMW 3 серия,101,139900,MT,1.6,1995
True,внедорожник,3,полный,дизель, BMW X5,249,4050000,AT,3.0,2017
True,внедорожник,90000,полный,бензин, BMW X3,245,1260000,AT,2.0,2012
True,внедорожник,100000,полный,дизель, BMW X5,313,3000000,AT,3.0,2015
True,внедорожник,13431,полный,дизель, BMW X1,150,1990000,AT,2.0,2017
True,седан,64000,задний,дизель, BMW 5 серия,190,1799000,AT,2.0,2016
True,хетчбэк,183000,задний,бензин, BMW 1 серия,136,500000,AT,2.0,2007
True,универсал,94800,полный,дизель, BMW X1,177,959000,AT,2.0,2012
True,кабриолет,49500,задний,бензин, BMW Z4,204,1540000,AT,2.5,2010
True,купе,80000,задний,дизель, BMW 3 серия,184,790000,AT,2.0,2011
True,внедорожник,157000,полный,бензин, BMW X3,218,559000,AT,2.5,2007
True,седан,320000,задний,бензин, BMW 3 серия,102,160000,MT,1.6,1994
True,седан,84800,полный,дизель, BMW 3 серия,184,1149000,AT,2.0,2013
True,внедорожник,68000,полный,дизель, BMW X3,249,1690000,AT,3.0,2014
True,внедорожник,52000,полный,бензин, BMW X6,306,1450000,AT,3.0,2010
True,внедорожник,135000,задний,бензин, BMW X1,150,640000,AT,2.0,2011
True,внедорожник,80606,задний,бензин, BMW X1,150,850000,AT,2.0,2014
True,внедорожник,39000,полный,бензин, BMW X5,306,2830000,AT,3.0,2015
True,седан,51183,полный,дизель, BMW 5 серия,258,2190000,AT,3.0,2015
True,универсал,170000,полный,дизель, BMW X5,235,1320000,AT,3.0,2009
True,седан,125000,полный,бензин, BMW 5 серия,245,1310000,AT,2.8,2012
True,седан,195000,задний,бензин, BMW 5 серия,193,220000,AT,2.8,1999
True,хетчбэк,31000,полный,бензин, BMW X4,184,2300000,AT,2.0,2016
True,седан,178000,задний,бензин, BMW 5 серия,204,1070000,AT,2.5,2010
True,седан,140000,полный,бензин, BMW 3 серия,218,540000,AT,2.5,2006
True,седан,190000,задний,бензин, BMW 3 серия,150,330000,AT,2.0,2005
True,седан,190000,задний,бензин, BMW 5 серия,258,590000,AT,3.0,2006
True,седан,296000,задний,бензин, BMW 7 серия,286,350000,AT,4.0,1995
True,хетчбэк,48000,полный,бензин, BMW 5 серия GT,306,1950000,AT,3.0,2013
True,седан,116900,задний,бензин, BMW 5 серия,218,639000,AT,2.5,2008
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,внедорожник,70560,полный,бензин, BMW X5,306,2520000,AT,3.0,2015
True,внедорожник,3,полный,дизель, BMW X6,249,4250000,AT,3.0,2017
True,седан,300000,задний,дизель, BMW 3 серия,115,65000,MT,2.5,1994
True,универсал,347693,полный,бензин, BMW 5 серия,192,170000,AT,2.5,1993
True,седан,29300,задний,бензин, BMW 5 серия,184,1495000,AT,2.0,2014
True,хетчбэк,36000,полный,бензин, BMW 1M,320,1750000,AT,3.0,2013
True,внедорожник,87000,полный,дизель, BMW X5,245,1580000,AT,3.0,2010
True,седан,209999,задний,бензин, BMW 3 серия,150,399000,AT,2.0,2007
True,купе,78000,полный,бензин, BMW 3 серия,306,1200000,MT,3.0,2010
True,седан,79333,задний,бензин, BMW 3 серия,184,1150000,MT,2.0,2013
True,седан,26000,задний,бензин, BMW 5 серия,170,190000,MT,2.5,1999
True,внедорожник,129000,полный,бензин, BMW X5,407,1349000,AT,4.4,2012
True,седан,27000,полный,дизель, BMW 3 серия,190,1850000,AT,2.0,2016
True,внедорожник,136076,полный,дизель, BMW X5,235,1300000,AT,3.0,2010
True,универсал,105000,задний,бензин, BMW X1,150,770000,AT,2.0,2011
True,внедорожник,125000,полный,бензин, BMW X3,258,1200000,AT,2.8,2011
True,купе,48600,задний,бензин, BMW 6 серия Gran Coupe,367,1290000,AT,4.8,2008
True,седан,370000,задний,бензин, BMW 3 серия,170,300000,AT,2.2,2002
True,внедорожник,230000,полный,бензин, BMW X5,264,729000,AT,3.0,2007
True,седан,200000,задний,бензин, BMW 5 серия,218,350000,AT,2.5,2006
True,седан,156053,задний,дизель, BMW 5 серия,184,1310000,AT,2.0,2014
True,седан,250000,задний,бензин, BMW 5 серия,170,335000,AT,2.3,2000
True,седан,300000,задний,бензин, BMW 5 серия,150,270000,AT,2.0,2000
True,внедорожник,270000,полный,дизель, BMW X5,184,700000,AT,2.9,2003
True,седан,120000,задний,бензин, BMW 5 серия,184,1250000,AT,2.0,2013
True,седан,312000,задний,бензин, BMW 7 серия,333,700000,AT,4.4,2003
True,внедорожник,5833,полный,бензин, BMW X1,192,1997000,AT,2.0,2017
True,внедорожник,270000,полный,дизель, BMW X5,186,600000,AT,3.0,2002
True,внедорожник,127600,полный,дизель, BMW X3,150,699000,MT,2.0,2007
True,внедорожник,250000,полный,бензин, BMW X5,286,350000,AT,4.4,2002
True,седан,85817,задний,бензин, BMW 3 серия,184,1230000,AT,2.0,2015
True,внедорожник,2000,полный,дизель, BMW X4,190,3065000,AT,2.0,2017
True,внедорожник,12000,полный,бензин, BMW X6 M,575,5555555,AT,4.4,2016
True,внедорожник,79000,полный,дизель, BMW X6,245,2259000,AT,3.0,2013
True,хетчбэк,51000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2013
True,внедорожник,240000,полный,бензин, BMW X5,231,575000,AT,3.0,2005
True,универсал,187000,задний,дизель, BMW 3 серия,177,620000,AT,2.0,2009
True,хетчбэк,121000,задний,бензин, BMW 1 серия,115,510000,AT,1.6,2010
True,хетчбэк,139000,задний,бензин, BMW 1 серия,136,650000,AT,1.6,2013
True,седан,42000,задний,бензин, BMW 3 серия,136,1200000,AT,1.6,2014
True,седан,1088,задний,дизель, BMW 7 серия,231,4865000,AT,2.0,2017
True,внедорожник,104500,полный,дизель, BMW X1,184,990000,AT,2.0,2012
True,внедорожник,118000,полный,дизель, BMW X5,245,1650000,AT,3.0,2013
True,седан,215852,задний,бензин, BMW 3 серия,150,375000,MT,2.0,1994
True,седан,149000,задний,дизель, BMW 7 серия,218,630000,AT,3.0,2005
True,внедорожник,165000,полный,бензин, BMW X6,408,999000,AT,4.4,2008
True,седан,114000,задний,дизель, BMW 5 серия,184,1390000,AT,2.0,2014
True,внедорожник,178000,полный,дизель, BMW X6,235,1335000,AT,3.0,2009
True,седан,270000,задний,бензин, BMW 5 серия,150,250000,AT,2.0,1998
True,внедорожник,180000,полный,дизель, BMW X6,286,1350000,AT,3.5,2009
True,хетчбэк,85900,задний,бензин, BMW 1 серия,170,650000,AT,1.6,2012
True,купе,254000,задний,бензин, BMW 3 серия,105,100000,MT,1.6,1999
True,внедорожник,37076,полный,бензин, BMW X4,245,2250000,AT,2.0,2015
True,внедорожник,170000,полный,дизель, BMW X5,306,1950000,AT,3.0,2011
True,седан,10000,задний,бензин, BMW 3 серия,118,10000,MT,1.9,1998
True,седан,63000,полный,дизель, BMW 5 серия,258,1650000,AT,3.0,2013
True,внедорожник,80000,полный,бензин, BMW X6,306,1949600,AT,3.0,2013
True,седан,109170,задний,дизель, BMW 3 серия,184,995000,AT,2.0,2012
True,внедорожник,27000,полный,бензин, BMW X6 M,575,5150000,AT,4.4,2015
True,седан,180000,задний,бензин, BMW 3 серия,129,460000,AT,2.0,2007
True,универсал,248000,задний,бензин, BMW 5 серия,170,315000,AT,2.5,2000
True,хетчбэк,193000,задний,бензин, BMW 1 серия,129,430000,AT,2.0,2007
True,седан,500000,задний,дизель, BMW 5 серия,193,420000,MT,3.0,2001
True,внедорожник,95000,полный,дизель, BMW X3,258,1350000,AT,3.0,2011
True,седан,240000,задний,бензин, BMW 3 серия,143,245000,MT,2.0,2002
True,седан,135000,задний,бензин, BMW 7 серия,445,769000,AT,6.0,2007
True,универсал,182000,полный,бензин, BMW X3,218,640000,AT,2.5,2007
True,внедорожник,200800,полный,дизель, BMW X3,218,820000,AT,3.0,2007
True,седан,160000,задний,дизель, BMW 3 серия,143,699000,AT,2.0,2009
True,седан,69000,задний,бензин, BMW 5 серия,184,1210000,AT,2.0,2013
True,внедорожник,160000,полный,дизель, BMW X6,286,1290000,AT,3.0,2008
True,седан,220000,задний,бензин, BMW 7 серия,272,250000,AT,3.6,2002
True,седан,105000,задний,бензин, BMW 5 серия,204,1100000,AT,2.5,2010
True,внедорожник,151000,полный,дизель, BMW X3,177,900000,AT,2.0,2010
True,хетчбэк,37000,полный,бензин, BMW 3 серия GT,184,1700000,AT,2.0,2014
True,внедорожник,141000,задний,бензин, BMW X1,150,720000,AT,1.8,2011
True,внедорожник,115000,полный,дизель, BMW X3,184,1200000,AT,2.0,2012
True,седан,170000,задний,бензин, BMW 5 серия,400,899000,AT,5.0,2008
True,внедорожник,25900,полный,дизель, BMW X6,249,3895900,AT,3.0,2016
True,седан,395000,задний,дизель, BMW 5 серия,143,285000,AT,2.5,1998
True,внедорожник,74000,полный,дизель, BMW X5,381,4029500,AT,3.0,2015
True,седан,150000,задний,бензин, BMW 5 серия,204,920000,AT,2.5,2011
True,седан,93000,полный,дизель, BMW 5 серия,218,1580000,AT,2.0,2013
True,седан,23000,полный,бензин, BMW 6 серия,450,2333333,AT,4.4,2013
True,седан,57000,задний,бензин, BMW 5 серия,184,1660000,AT,2.0,2015
True,седан,82000,задний,бензин, BMW 5 серия,245,1200000,AT,2.0,2012
True,внедорожник,75000,полный,бензин, BMW X6 M,555,725000,AT,4.4,2011
True,купе,85000,задний,бензин, BMW 3 серия,156,1100000,AT,2.0,2013
True,купе,98000,задний,дизель, BMW 3 серия,183,1000000,AT,2.0,2012
True,хетчбэк,105000,задний,бензин, BMW 5 серия GT,306,990000,AT,3.0,2009
True,универсал,30000,задний,бензин, BMW X1,150,1000000,AT,2.0,2014
True,внедорожник,137000,полный,дизель, BMW X5,235,1687000,AT,3.0,2009
True,внедорожник,143000,полный,дизель, BMW X5,235,1580000,AT,3.0,2008
True,внедорожник,130000,полный,дизель, BMW X5,235,1665000,AT,3.0,2008
True,седан,100000,задний,бензин, BMW 3 серия,136,1095000,AT,1.5,2016
True,седан,350000,задний,бензин, BMW 5 серия,129,111111,MT,2.0,1983
True,универсал,330000,полный,бензин, BMW X5,226,535000,AT,3.0,2004
True,внедорожник,100000,полный,дизель, BMW X5,235,1745000,AT,3.0,2009
True,внедорожник,140000,полный,дизель, BMW X5,235,1690000,AT,3.0,2009
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,196416,задний,дизель, BMW 3 серия,163,500000,AT,2.0,2005
True,универсал,230000,полный,бензин, BMW X3,231,525000,AT,3.0,2003
True,купе,168974,задний,бензин, BMW 3 серия,156,629999,AT,2.0,2009
True,седан,340000,задний,бензин, BMW 5 серия,170,290000,MT,2.5,1999
True,седан,38600,задний,бензин, BMW 5 серия,245,250000,AT,3.5,1996
True,седан,320000,задний,бензин, BMW 5 серия,150,190000,AT,2.0,1998
True,хетчбэк,93000,полный,дизель, BMW 5 серия GT,245,1180000,AT,3.0,2010
True,внедорожник,69000,полный,дизель, BMW X5,249,3790000,AT,3.0,2016
True,седан,252260,задний,бензин, BMW 5 серия,333,415000,AT,4.4,2004
True,седан,700000,задний,бензин, BMW 5 серия,198,200000,AT,2.5,1994
True,седан,128000,задний,бензин, BMW 3 серия,184,1099000,AT,2.0,2013
True,внедорожник,220000,задний,бензин, BMW X5,272,1249000,AT,3.0,2010
True,седан,180000,задний,бензин, BMW 5 серия,218,680000,AT,2.5,2009
True,внедорожник,68000,полный,дизель, BMW X3,190,1750000,AT,2.0,2014
True,внедорожник,237000,полный,дизель, BMW X5,235,1090000,AT,3.0,2007
True,седан,360000,задний,бензин, BMW 5 серия,170,285000,AT,2.5,2000
True,седан,250000,задний,бензин, BMW 3 серия,218,285000,AT,2.5,2005
True,хетчбэк,97450,задний,бензин, BMW 1 серия,116,550000,AT,1.6,2011
True,кабриолет,163000,задний,бензин, BMW 3 серия,306,950000,MT,3.0,2008
True,внедорожник,143000,полный,дизель, BMW X6,245,1599000,AT,3.0,2010
True,внедорожник,324000,полный,бензин, BMW X5,225,650000,AT,3.0,2005
True,внедорожник,61443,полный,бензин, BMW X6,407,1550000,AT,4.4,2011
True,хетчбэк,180000,задний,дизель, BMW 1 серия,177,580000,AT,2.0,2009
True,универсал,139000,задний,дизель, BMW 5 серия,177,780000,AT,2.0,2010
True,седан,187000,задний,бензин, BMW 3 серия,150,480000,AT,2.0,2006
True,седан,176770,задний,дизель, BMW 5 серия,150,575000,AT,2.0,2007
True,внедорожник,68000,полный,бензин, BMW X5,306,2598000,AT,3.0,2014
True,седан,173000,задний,дизель, BMW 5 серия,163,580000,AT,2.0,2006
True,хетчбэк,260000,задний,бензин, BMW 3 серия,144,130000,AT,1.9,1998
True,внедорожник,290000,полный,бензин, BMW X5,231,525000,AT,3.0,2000
True,седан,300000,задний,бензин, BMW 7 серия,286,130000,AT,4.0,1995
True,хетчбэк,88000,задний,бензин, BMW 1 серия,116,525000,AT,1.6,2011
True,седан,300000,задний,бензин, BMW 7 серия,286,180000,AT,4.0,1995
True,седан,148000,задний,дизель, BMW 3 серия,177,635000,MT,2.0,2009
True,хетчбэк,250000,задний,бензин, BMW 3 серия,102,135000,MT,1.6,1996
True,хетчбэк,48000,задний,бензин, BMW 1 серия,136,670000,AT,1.6,2012
True,седан,380000,задний,бензин, BMW 5 серия,150,129000,MT,2.0,1996
True,седан,22000,полный,дизель, BMW 5 серия,249,3800000,AT,3.0,2017
True,седан,230000,задний,бензин, BMW 5 серия,193,240000,AT,2.8,1998
True,седан,108000,задний,бензин, BMW 5 серия,184,880000,AT,2.0,2011
True,седан,99000,задний,бензин, BMW 7 серия,408,1050000,AT,4.4,2012
True,седан,104000,задний,бензин, BMW 5 серия,258,1050000,AT,3.0,2010
True,седан,180000,задний,бензин, BMW 7 серия,367,650000,AT,4.8,2006
True,внедорожник,162369,полный,бензин, BMW X5,358,749900,AT,4.8,2004
True,седан,180000,задний,бензин, BMW 7 серия,367,580000,AT,4.8,2007
True,седан,400000,задний,бензин, BMW 5 серия,122,115000,MT,2.0,1981
True,седан,167000,задний,дизель, BMW 5 серия,184,1000000,AT,2.0,2010
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,110000,задний,бензин, BMW 3 серия,245,1000000,AT,2.8,2013
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
